"instance_index","explanation","justification"
412,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
413,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
414,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
415,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
416,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
417,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
418,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
419,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
420,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
421,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
422,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
423,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
424,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
425,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
426,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
427,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
428,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
429,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
430,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
431,"ExternalRiskEstimate is between 43 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 145 clients which match the conditions of this rule in the training dataset. Out of these 138 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  95 %."
432,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
433,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
434,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
435,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
436,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
437,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
438,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
439,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
440,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
441,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
442,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
443,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
444,"NumInqLast6M is between 6 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 182 clients which match the conditions of this rule in the training dataset. Out of these 149 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
